"unique_id","doi","doi_no_ver_info","data_id","data_id_auto_cleaned","data_id_no_ex_chr","data_id_m_val","data_id_merged","data_id_secondary","data_access","in_dashboard","source","listed_in_numbat_output","validated","Category","covid_related","human_data","dataset_is_doi","repository","in_dcc","data_availability_statement","charite_id_year","license"
461,"10.1371/journal.pmed.1004175","10.1371/journal.pmed.1004175","https://doi.org/10.17605/osf.io/26dgx","//osf.io/26dgx","//osf.io/26dgx","10.17605/osf.io/26dgx","10.17605/osf.io/26dgx",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"CC BY"
653,"10.1371/journal.pbio.3001783","10.1371/journal.pbio.3001783","https://doi.org/10.17605/osf.io/2c4wq","//osf.io/2c4wq","//osf.io/2c4wq","10.17605/osf.io/2c4wq","10.17605/osf.io/2c4wq",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"CC BY"
777,"10.1016/j.jpain.2021.12.015","10.1016/j.jpain.2021.12.015","https://osf.io/2nyt6/","//osf.io/2nyt6","//osf.io/2nyt6","10.17605/osf.io/2nyt6","10.17605/osf.io/2nyt6",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"CC BY"
487,"10.1371/journal.pone.0289203","10.1371/journal.pone.0289203","doi.org/10.17605/osf.io/2smz5","//osf.io/2smz5","//osf.io/2smz5","10.17605/osf.io/2smz5","10.17605/osf.io/2smz5",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
890,"10.1016/j.neuroimage.2022.119348","10.1016/j.neuroimage.2022.119348","https://osf.io/2vw6j/","//osf.io/2vw6j","//osf.io/2vw6j","10.17605/osf.io/2vw6j","10.17605/osf.io/2vw6j",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
845,"10.1016/j.neuroimage.2022.119754","10.1016/j.neuroimage.2022.119754","doi.org/10.17605/osf.io/3jk45","//osf.io/3jk45","//osf.io/3jk45","10.17605/osf.io/3jk45","10.17605/osf.io/3jk45",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"CC BY"
1458,"10.1038/s41598-021-85027-6","10.1038/s41598-021-85027-6","https://osf.io/3jq76?view_only=917a4a545f144ddd948c4ae6a3bcb2e5","//osf.io/3jq76","//osf.io/3jq76","10.17605/osf.io/3jq76","10.17605/osf.io/3jq76",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"CC BY"
1694,"10.3389/fpsyg.2021.734877","10.3389/fpsyg.2021.734877","https://osf.io/3u62p/","//osf.io/3u62p","//osf.io/3u62p","10.17605/osf.io/3u62p","10.17605/osf.io/3u62p",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"no license"
1990,"10.1523/eneuro.0537-19.2020","10.1523/eneuro.0537-19.2020","https://osf.io/3x95n/","//osf.io/3x95n","//osf.io/3x95n","10.17605/osf.io/3x95n","10.17605/osf.io/3x95n",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,NA
1523,"10.1017/s2045796021000147","10.1017/s2045796021000147","https://osf.io/3xcdu/?view_only=957edc6293894497ba7aaf5bb8fc8205","//osf.io/3xcdu","//osf.io/3xcdu","10.17605/osf.io/3xcdu","10.17605/osf.io/3xcdu",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"no license"
2068,"10.1525/collabra.267","10.1525/collabra.267","https://osf.io/48fhe","//osf.io/48fhe","//osf.io/48fhe","10.17605/osf.io/48fhe","10.17605/osf.io/48fhe",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,NA
458,"10.1162/jocn_a_02043","10.1162/jocn_a_02043","10.17605/osf.io/4fdky","//osf.io/4fdky","//osf.io/4fdky","10.17605/osf.io/4fdky","10.17605/osf.io/4fdky",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"CC BY"
1069,"10.3758/s13428-021-01739-7","10.3758/s13428-021-01739-7","https://osf.io/4ng3e/","//osf.io/4ng3e","//osf.io/4ng3e","10.17605/osf.io/4ng3e","10.17605/osf.io/4ng3e",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"CC BY"
392,"10.7717/peerj.15499","10.7717/peerj.15499","10.17605/osf.io/4p8hz","//osf.io/4p8hz","//osf.io/4p8hz","10.17605/osf.io/4p8hz","10.17605/osf.io/4p8hz",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
1725,"10.3390/medicina57070646","10.3390/medicina57070646","https://osf.io/5d8vu/","//osf.io/5d8vu","//osf.io/5d8vu","10.17605/osf.io/5d8vu","10.17605/osf.io/5d8vu",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"no license"
1271,"10.1038/s41597-022-01806-4","10.1038/s41597-022-01806-4","https://doi.org/10.17605/osf.io/5kfw3","//osf.io/5kfw3","//osf.io/5kfw3","10.17605/osf.io/5kfw3","10.17605/osf.io/5kfw3",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","no_statement_no_data",NA,"CC BY"
1667,"10.1177/1745691620979806","10.1177/1745691620979806","https://osf.io/5qmz7/","//osf.io/5qmz7","//osf.io/5qmz7","10.17605/osf.io/5qmz7","10.17605/osf.io/5qmz7",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"CC0"
1525,"10.1038/s41398-020-01150-4","10.1038/s41398-020-01150-4","https://osf.io/5xq9p/","//osf.io/5xq9p","//osf.io/5xq9p","10.17605/osf.io/5xq9p","10.17605/osf.io/5xq9p",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"no license"
1206,"10.1159/000526774","10.1159/000526774","https://osf.io/5yja4/","//osf.io/5yja4","//osf.io/5yja4","10.17605/osf.io/5yja4","10.17605/osf.io/5yja4",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
1181,"10.3389/fpsyg.2022.973164","10.3389/fpsyg.2022.973164","https://osf.io/63mep/","//osf.io/63mep","//osf.io/63mep","10.17605/osf.io/63mep","10.17605/osf.io/63mep",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
1959,"10.1371/journal.pone.0237093","10.1371/journal.pone.0237093","https://osf.io/6frp5/","//osf.io/6frp5","//osf.io/6frp5","10.17605/osf.io/6frp5","10.17605/osf.io/6frp5",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,NA
1589,"10.1080/13561820.2021.1903405","10.1080/13561820.2021.1903405","http://doi.org/10.17605/osf.io/6k7vn","//osf.io/6k7vn","//osf.io/6k7vn","10.17605/osf.io/6k7vn","10.17605/osf.io/6k7vn",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"CC BY"
87,"10.1371/journal.pone.0293736","10.1371/journal.pone.0293736","https://doi.org/10.17605/osf.io/6mb2p","//osf.io/6mb2p","//osf.io/6mb2p","10.17605/osf.io/6mb2p","10.17605/osf.io/6mb2p",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
1096,"10.1002/hbm.25825","10.1002/hbm.25825","doi.org/10.17605/osf.io/6qnps","//osf.io/6qnps","//osf.io/6qnps","10.17605/osf.io/6qnps","10.17605/osf.io/6qnps",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"CC BY"
1281,"10.1098/rsos.201494","10.1098/rsos.201494","https://osf.io/738yf/","//osf.io/738yf","//osf.io/738yf","10.17605/osf.io/738yf","10.17605/osf.io/738yf",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"CC0"
1334,"10.1371/journal.pbio.3001107","10.1371/journal.pbio.3001107","https://osf.io/7xc23/","//osf.io/7xc23","//osf.io/7xc23","10.17605/osf.io/7xc23","10.17605/osf.io/7xc23",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"CC BY"
1156,"10.1016/j.nicl.2022.103113","10.1016/j.nicl.2022.103113","https://osf.io/7z8hj/","//osf.io/7z8hj","//osf.io/7z8hj","10.17605/osf.io/7z8hj","10.17605/osf.io/7z8hj",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"CC BY"
1268,"10.1037/per0000546","10.1037/per0000546","https://osf.io/83b4x/","//osf.io/83b4x","//osf.io/83b4x","10.17605/osf.io/83b4x","10.17605/osf.io/83b4x",NA,"unsure",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
646,"10.3390/jcm11133659","10.3390/jcm11133659","doi 10.17605/osf.io/85dhz","//osf.io/85dhz","//osf.io/85dhz","10.17605/osf.io/85dhz","10.17605/osf.io/85dhz",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
1077,"10.1098/rsos.220139","10.1098/rsos.220139","10.17605/osf.io/8b6jy","//osf.io/8b6jy","//osf.io/8b6jy","10.17605/osf.io/8b6jy","10.17605/osf.io/8b6jy",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
529,"10.1136/bmjopen-2022-069553","10.1136/bmjopen-2022-069553","doi.org/10.17605/osf.io/8g5cf","//osf.io/8g5cf","//osf.io/8g5cf","10.17605/osf.io/8g5cf","10.17605/osf.io/8g5cf",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
5,"10.1038/s41386-023-01588-2","10.1038/s41386-023-01588-2","https://doi.org/10.17605/osf.io/8mbru","//osf.io/8mbru","//osf.io/8mbru","10.17605/osf.io/8mbru","10.17605/osf.io/8mbru",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","no_statement_no_data",2017,"CC0"
1131,"10.1038/s41597-022-01822-4","10.1038/s41597-022-01822-4","https://10.17605/osf.io/8mbru","//osf.io/8mbru","//osf.io/8mbru","10.17605/osf.io/8mbru","10.17605/osf.io/8mbru",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","no_statement_no_data",2017,"CC0"
2117,"10.1038/s41597-022-01822-4","10.1038/s41597-022-01822-4","10.17605/osf.io/8mbru","//osf.io/8mbru","//osf.io/8mbru","10.17605/osf.io/8mbru","10.17605/osf.io/8mbru",NA,NA,TRUE,"data_articles",TRUE,TRUE,"gen_rep","FALSE","FALSE","FALSE","osf","FALSE",NA,2017,NA
1906,"10.1136/bmjopen-2019-034666","10.1136/bmjopen-2019-034666","https://osf.io/8xz29/","//osf.io/8xz29","//osf.io/8xz29","10.17605/osf.io/8xz29","10.17605/osf.io/8xz29",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,NA
1288,"10.1111/medu.14596","10.1111/medu.14596","https://osf.io/92swt/?view_only=faec41999e4848ef9535139dfe982c1c","//osf.io/92swt","//osf.io/92swt","10.17605/osf.io/92swt","10.17605/osf.io/92swt",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"CC BY"
348,"10.7717/peerj.14607","10.7717/peerj.14607","10.17605/osf.io/95ayu","//osf.io/95ayu","//osf.io/95ayu","10.17605/osf.io/95ayu","10.17605/osf.io/95ayu",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
1103,"10.1111/add.15518","10.1111/add.15518","https://osf.io/9kb5s/","//osf.io/9kb5s","//osf.io/9kb5s","10.17605/osf.io/9kb5s","10.17605/osf.io/9kb5s",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","no_statement_no_data",NA,"CC BY"
225,"10.3758/s13428-022-02019-8","10.3758/s13428-022-02019-8","doi.org/10.17605/osf.io/9ze2u","//osf.io/9ze2u","//osf.io/9ze2u","10.17605/osf.io/9ze2u","10.17605/osf.io/9ze2u",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
1961,"10.1371/journal.pone.0239598","10.1371/journal.pone.0239598","https://osf.io/a43ut/","//osf.io/a43ut","//osf.io/a43ut","10.17605/osf.io/a43ut","10.17605/osf.io/a43ut",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,NA
168,"10.1111/psyp.14268","10.1111/psyp.14268","10.17605/osf.io/a759y","//osf.io/a759y","//osf.io/a759y","10.17605/osf.io/a759y","10.17605/osf.io/a759y",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
594,"10.1186/s12909-023-04568-8","10.1186/s12909-023-04568-8","https://doi.org/10.17605/osf.io/aegcp","//osf.io/aegcp","//osf.io/aegcp","10.17605/osf.io/aegcp","10.17605/osf.io/aegcp",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"CC BY-NC-ND"
952,"10.1136/bmjopen-2022-061873","10.1136/bmjopen-2022-061873","https://doi.org/10.17605/osf.io/ahzwn","//osf.io/ahzwn","//osf.io/ahzwn","10.17605/osf.io/ahzwn","10.17605/osf.io/ahzwn",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"CC BY"
133,"10.7554/elife.88367","10.7554/elife.88367","10.17605/osf.io/ak5de","//osf.io/ak5de","//osf.io/ak5de","10.17605/osf.io/ak5de","10.17605/osf.io/ak5de",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"GNU"
158,"10.7554/elife.88367.3","10.7554/elife.88367","10.17605/osf.io/ak5de","//osf.io/ak5de","//osf.io/ak5de","10.17605/osf.io/ak5de","10.17605/osf.io/ak5de",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
1314,"10.1186/s12983-021-00437-6","10.1186/s12983-021-00437-6","https://doi.org/10.17605/osf.io/akrh9","//osf.io/akrh9","//osf.io/akrh9","10.17605/osf.io/akrh9","10.17605/osf.io/akrh9",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"CC BY"
1336,"10.1371/journal.pbio.3001161","10.1371/journal.pbio.3001161","https://doi.org/10.17605/osf.io/b5296","//osf.io/b5296","//osf.io/b5296","10.17605/osf.io/b5296","10.17605/osf.io/b5296",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"CC BY"
1752,"10.1016/j.drudis.2021.06.007","10.1016/j.drudis.2021.06.007","https://osf.io/bc58f/","//osf.io/bc58f","//osf.io/bc58f","10.17605/osf.io/bc58f","10.17605/osf.io/bc58f",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"CC BY"
1111,"10.1038/s41467-022-34510-3","10.1038/s41467-022-34510-3","https://osf.io/bckuf/","//osf.io/bckuf","//osf.io/bckuf","10.17605/osf.io/bckuf","10.17605/osf.io/bckuf",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"CC BY-NC-ND"
1369,"10.1371/journal.pone.0255800","10.1371/journal.pone.0255800","https://osf.io/bdsqv/","//osf.io/bdsqv","//osf.io/bdsqv","10.17605/osf.io/bdsqv","10.17605/osf.io/bdsqv",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"CC BY"
823,"10.1038/s41393-022-00811-z","10.1038/s41393-022-00811-z","https://osf.io/bgw73/","//osf.io/bgw73","//osf.io/bgw73","10.17605/osf.io/bgw73","10.17605/osf.io/bgw73",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
1695,"10.3389/fpsyg.2020.576580","10.3389/fpsyg.2020.576580","doi.org/10.17605/osf.io/btwnq","//osf.io/btwnq","//osf.io/btwnq","10.17605/osf.io/btwnq","10.17605/osf.io/btwnq",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"NULL"
1298,"10.1158/2159-8290.cd-21-0276","10.1158/2159-8290.cd-21-0276","https://osf.io/bupge/","//osf.io/bupge","//osf.io/bupge","10.17605/osf.io/bupge","10.17605/osf.io/bupge",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"no license"
1690,"10.1136/bmj.n450","10.1136/bmj.n450","https://doi.org/10.17605/osf.io/cdbhn","//osf.io/cdbhn","//osf.io/cdbhn","10.17605/osf.io/cdbhn","10.17605/osf.io/cdbhn",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"no license"
1801,"10.1007/s11948-020-00234-0","10.1007/s11948-020-00234-0","https://osf.io/cq3s9/","//osf.io/cq3s9","//osf.io/cq3s9","10.17605/osf.io/cq3s9","10.17605/osf.io/cq3s9",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,NA
1555,"10.1016/j.jhep.2021.10.025","10.1016/j.jhep.2021.10.025","https://osf.io/cswdq/","//osf.io/cswdq","//osf.io/cswdq","10.17605/osf.io/cswdq","10.17605/osf.io/cswdq",NA,"restricted",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"NULL"
1116,"10.1016/j.dib.2022.108399","10.1016/j.dib.2022.108399","https://osf.io/d34y5/","//osf.io/d34y5","//osf.io/d34y5","10.17605/osf.io/d34y5","10.17605/osf.io/d34y5",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"CC BY"
2103,"10.1016/j.dib.2022.108399","10.1016/j.dib.2022.108399","10.17605/osf.io/d34y5","//osf.io/d34y5","//osf.io/d34y5","10.17605/osf.io/d34y5","10.17605/osf.io/d34y5",NA,NA,TRUE,"data_articles",TRUE,TRUE,"gen_rep","FALSE","TRUE","FALSE","osf","FALSE",NA,NA,NA
1656,"10.1080/13506285.2021.1915902","10.1080/13506285.2021.1915902","https://osf.io/dkx6y/","//osf.io/dkx6y","//osf.io/dkx6y","10.17605/osf.io/dkx6y","10.17605/osf.io/dkx6y",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"no license"
1790,"10.1016/j.neuroimage.2021.117951","10.1016/j.neuroimage.2021.117951","https://osf.io/duj47/","//osf.io/duj47","//osf.io/duj47","10.17605/osf.io/duj47","10.17605/osf.io/duj47",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"CC BY"
2044,"10.1186/s13293-020-00313-8","10.1186/s13293-020-00313-8","https://osf.io/dv85n/","//osf.io/dv85n","//osf.io/dv85n","10.17605/osf.io/dv85n","10.17605/osf.io/dv85n",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,NA
531,"10.3389/fpsyg.2023.1123907","10.3389/fpsyg.2023.1123907","https://doi.org/10.17605/osf.io/e8h3q","//osf.io/e8h3q","//osf.io/e8h3q","10.17605/osf.io/e8h3q","10.17605/osf.io/e8h3q",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
1419,"10.3389/fpsyg.2021.581681","10.3389/fpsyg.2021.581681","https://osf.io/e8tg5/","//osf.io/e8tg5","//osf.io/e8tg5","10.17605/osf.io/e8tg5","10.17605/osf.io/e8tg5",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"CC BY"
171,"10.1002/bdm.2357","10.1002/bdm.2357","https://doi.org/10.17605/osf.io/ea5bp","//osf.io/ea5bp","//osf.io/ea5bp","10.17605/osf.io/ea5bp","10.17605/osf.io/ea5bp",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
2014,"10.1152/jn.00164.2020","10.1152/jn.00164.2020","https://osf.io/ecma4/","//osf.io/ecma4","//osf.io/ecma4","10.17605/osf.io/ecma4","10.17605/osf.io/ecma4",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,NA
1309,"10.1186/s12879-021-06829-7","10.1186/s12879-021-06829-7","https://osf.io/er6b8/","//osf.io/er6b8","//osf.io/er6b8","10.17605/osf.io/er6b8","10.17605/osf.io/er6b8",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"no license"
99,"10.1038/s41598-023-40803-4","10.1038/s41598-023-40803-4"," https://doi.org/10.17605/osf.io/eyr7t","//osf.io/eyr7t","//osf.io/eyr7t","10.17605/osf.io/eyr7t","10.17605/osf.io/eyr7t",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
559,"10.1136/gutjnl-2023-330365","10.1136/gutjnl-2023-330365","10.17605/osf.io/fc2g4","//osf.io/fc2g4","//osf.io/fc2g4","10.17605/osf.io/fc2g4","10.17605/osf.io/fc2g4",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
1188,"10.1371/journal.pone.0277880","10.1371/journal.pone.0277880","10.17605/osf.io/fcbjh","//osf.io/fcbjh","//osf.io/fcbjh","10.17605/osf.io/fcbjh","10.17605/osf.io/fcbjh",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes_statement_no_data",NA,"CC BY"
922,"10.1016/j.neuroimage.2022.119687","10.1016/j.neuroimage.2022.119687","https://osf.io/fn7jc/","//osf.io/fn7jc","//osf.io/fn7jc","10.17605/osf.io/fn7jc","10.17605/osf.io/fn7jc",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
870,"10.1371/journal.pone.0262114","10.1371/journal.pone.0262114","https://osf.io/fp726/","//osf.io/fp726","//osf.io/fp726","10.17605/osf.io/fp726","10.17605/osf.io/fp726",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
1282,"10.1098/rsos.210155","10.1098/rsos.210155","https://osf.io/ftb9c/","//osf.io/ftb9c","//osf.io/ftb9c","10.17605/osf.io/ftb9c","10.17605/osf.io/ftb9c",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"no license"
717,"10.1111/nyas.14848","10.1111/nyas.14848","https://osf.io/gcjqr/","//osf.io/gcjqr","//osf.io/gcjqr","10.17605/osf.io/gcjqr","10.17605/osf.io/gcjqr",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
1520,"10.1016/j.neuroimage.2021.118365","10.1016/j.neuroimage.2021.118365","doi.org/10.17605/osf.io/gs2t5","//osf.io/gs2t5","//osf.io/gs2t5","10.17605/osf.io/gs2t5","10.17605/osf.io/gs2t5",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"no license"
1531,"10.1038/s42003-021-02635-8","10.1038/s42003-021-02635-8","http://doi.org/10.17605/osf.io/gupbf","//osf.io/gupbf","//osf.io/gupbf","10.17605/osf.io/gupbf","10.17605/osf.io/gupbf",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,"no license"
1943,"10.3389/fpsyg.2020.02021","10.3389/fpsyg.2020.02021","https://osf.io/h564u/","//osf.io/h564u","//osf.io/h564u","10.17605/osf.io/h564u","10.17605/osf.io/h564u",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE",NA,NA,NA
954,"10.1159/000526805","10.1159/000526805","https://osf.io/hgva2/","//osf.io/hgva2","//osf.io/hgva2","10.17605/osf.io/hgva2","10.17605/osf.io/hgva2",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
686,"10.1024/0939-5911/a000780","10.1024/0939-5911/a000780","https://doi.org/10.17605/osf.io/hjufn","//osf.io/hjufn","//osf.io/hjufn","10.17605/osf.io/hjufn","10.17605/osf.io/hjufn",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","no_statement_no_data",NA,"CC BY-NC-SA"
840,"10.1186/s12887-022-03349-4","10.1186/s12887-022-03349-4","https://osf.io/hnf8a/","//osf.io/hnf8a","//osf.io/hnf8a","10.17605/osf.io/hnf8a","10.17605/osf.io/hnf8a",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
926,"10.1080/00031305.2022.2143897","10.1080/00031305.2022.2143897","10.17605/osf.io/jrx7d","//osf.io/jrx7d","//osf.io/jrx7d","10.17605/osf.io/jrx7d","10.17605/osf.io/jrx7d",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
1,"10.1002/clt2.12228","10.1002/clt2.12228","https://doi.org/10.17605/osf.io/kcdw9","//osf.io/kcdw9","//osf.io/kcdw9","10.17605/osf.io/kcdw9","10.17605/osf.io/kcdw9",NA,"yes",TRUE,"numbat",TRUE,TRUE,"gen_rep",NA,NA,"FALSE","osf","FALSE","yes",NA,"no license"
