"doi","publication_year","authors"
"https://doi.org/10.1038/s41467-022-29824-1",2022,"Martina Troiani;Manuel Colucci;Mariantonietta D’Ambrosio;Ilaria Guccini;Emiliano Pasquini;Angelica Varesi;Aurora Valdata;Simone Mosole;Ajinkya Revandkar;Giuseppe Attanasio;Andrea Rinaldi;Anna Maria Rinaldi;Marco Bolis;Pietro E. Cippà;Andrea Alimonti"
"https://doi.org/10.1038/s41467-023-37831-z",2023,"Giorgio Caratti;Ulrich Stifel;Bozhena Caratti;Ali Jasim Mohammad Jamil;Kyoung‐Jin Chung;Michael Kiehntopf;Markus H. Gräler;Matthias Blüher;Alexander Rauch;Jan Tuckermann"
"https://doi.org/10.1038/s41588-022-01190-0",2022,"King L. Hung;Jens Luebeck;Siavash R. Dehkordi;Caterina I. Colón;Rui Li;Ivy Tsz-Lo Wong;Ceyda Çoruh;Prashanthi Dharanipragada;Shirley H. Lomeli;Natasha E. Weiser;Gatien Moriceau;Xiao Zhang;Chris Bailey;Kathleen E. Houlahan;Wenting Yang;Rocío Chamorro González;Charles Swanton;Christina Curtis;Mariam Jamal‐Hanjani;Anton G. Henssen;Julie A. Law;William J. Greenleaf;Roger S. Lo;Paul S. Mischel;Vineet Bafna;Howard Y. Chang"
"https://doi.org/10.1038/s41598-021-03613-0",2022,"Akram Vasighizaker;Saiteja Danda;Luis Rueda"
"https://doi.org/10.1038/s41598-021-82221-4",2021,"Fengju Chen;Yiqun Zhang;Richard Sucgang;Sasirekha Ramani;David B. Corry;Farrah Kheradmand;Chad J. Creighton"
"https://doi.org/10.1038/s41598-021-86923-7",2021,"Yuanyuan Fu;Dionyssios Katsaros;Nicoletta Biglia;Zhanwei Wang;Ian Pagano;Marcus A. Tius;Maarit Tiirikainen;Charles J. Rosser;Haining Yang;Herbert Yu"
"https://doi.org/10.1038/s41598-022-15898-w",2022,"Asmaa Samy;Mohamed A. Maher;Nehal Adel Abdelsalam;Eman Badr"
"https://doi.org/10.1038/s41598-022-23950-y",2022,"Dayna Nguyen;Hye-Min Jeon;Jeongwu Lee"
"https://doi.org/10.1038/s41598-022-24140-6",2022,"Sanja Jurcevic;Simon Keane;Emmy Borgmästars;Zelmina Lubovac-Pilav;Katarina Ejeskär"
"https://doi.org/10.1038/s41698-021-00185-0",2021,"Matthew A. Wall;Serdar Turkarslan;Wei‐Ju Wu;Samuel A. Danziger;David J. Reiss;Mike J. Mason;Andrew Dervan;Matthew Trotter;Douglas E. Bassett;Robert M. Hershberg;Adrián López García de Lomana;Alexander V. Ratushny;Nitin S. Baliga"
"https://doi.org/10.1038/s41698-022-00298-0",2022,"Adel Alblihy;Reem Ali;Mashael Algethami;Ahmed Shoqafi;Michael S. Toss;Juliette Brownlie;Natalie J. Tatum;Ian Hickson;Paloma Ordóñez‐Morán;Anna M. Grabowska;Jennie N. Jeyapalan;Nigel P. Mongan;Emad A. Rakha;Srinivasan Madhusudan"
"https://doi.org/10.1038/s42003-022-03663-8",2022,"Pasquale Laise;Megan L. Stanifer;Gideon Bosker;Xiaoyun Sun;Sergio Triana;Patricio Doldan;Federico La Manna;Marta De Menna;Ronald Realubit;Sergey Pampou;Charles Karan;Theodore Alexandrov;Marianna Kruithof‐de Julio;Andrea Califano;Steeve Boulant;Mariano J. Alvarez"
"https://doi.org/10.1038/srep11432",2015,"Heonjong Han;Hongseok Shim;Donghyun Shin;Jung Eun Shim;Yun-Hee Ko;Junha Shin;Hanhae Kim;A‐Ra Cho;Eiru Kim;Tak Lee;Hyojin Kim;Kyung Soo Kim;Sunmo Yang;Dasom Bae;Ayoung Yun;Sunphil Kim;Chan Yeong Kim;Hyeon Jin Cho;Byunghee Kang;Susie Shin;Insuk Lee"
"https://doi.org/10.1055/s-0042-1755272",2022,"Gary D. Bader;Ian D. McGilvray;Sonya A. MacParland;Jawairia Atif;Cornelia Thoeni"
"https://doi.org/10.1073/pnas.2214414119",2022,"Jin‐Hong Du;Zhanrui Cai;Kathryn Roeder"
"https://doi.org/10.1080/21655979.2021.1973220",2021,"Yuxi Gu;Shouyi Tang;Zhen Wang;Luyao Cai;Haosen Lian;Yingqiang Shen;Yu Zhou"
"https://doi.org/10.1093/bib/bbaa334",2020,"Zena Cai;Congyu Lu;Jun He;Li Liu;Yuanqiang Zou;Zheng Zhang;Zhaozhong Zhu;Xing‐Yi Ge;Aiping Wu;Taijiao Jiang;Heping Zheng;Yousong Peng"
"https://doi.org/10.1093/nar/gkac234",2022,"Vlada Zakharova;Mikhail Magnitov;Laurence Del Maestro;Sergey V. Ulianov;Alexandros Glentis;Burhan Uyanik;Alice Williart;Anna Karpukhina;Oleg N. Demidov;Véronique Joliot;Yegor Vassetzky;René‐Marc Mège;Matthieu Piel;Sergey V. Razin;Slimane Ait‐Si‐Ali"
"https://doi.org/10.1101/2020.06.01.127589",2020,"Jun Ding;Jose Lugo-Martinez;Ye Yuan;Jessie Huang;Adam J. Hume;Ellen L. Suder;Elke Mühlberger;Darrell N. Kotton;Ziv Bar‐Joseph"
"https://doi.org/10.1101/2021.05.14.444026",2021,"Mohamed Nadhir Djekidel;Wojciech Rosikiewicz;Jamy C. Peng;Thirumala‐Devi Kanneganti;Yawei Hui;Hongjian Jin;Dale J. Hedges;Patrick Schreiner;Yiping Fan;Gang Wu;Beisi Xu"
"https://doi.org/10.1101/2022.03.15.484018",2022,"Alok Kumar Singh;Rulin Wang;Kara A. Lombardo;Monali Praharaj;C. Korin Bullen;Peter Um;S. Lindsey Davis;Oliver Komm;Peter B. Illei;Alvaro A. Ordoñez;Melissa Bahr;Joy Huang;Anuj Gupta;Kevin J. Psoter;Sanjay K. Jain;Trinity J. Bivalacqua;Srinivasan Yegnasubramanian;William R. Bishai"
"https://doi.org/10.1111/bpa.13083",2022,"Niklas Woltering;Anne Albers;Michael Müther;Walter Stummer;Werner Paulus;Martin Hasselblatt;Markus Holling;Christian Thomas"
"https://doi.org/10.1111/jcmm.15601",2020,"Mingyang Bao;Lihua Zhang;Yue‐Qing Hu"
"https://doi.org/10.1111/jcmm.16327",2021,"Bao Zhang;Xiaocui Nie;Xinxin Miao;Shuo Wang;Jing Li;Shengke Wang"
"https://doi.org/10.1128/msphere.00754-20",2020,"Agnes P. Chan;Yongwook Choi;Nicholas J. Schork"
"https://doi.org/10.1155/2019/3614207",2019,"Yue Zhao;Shaomin Yang;Yulan Jin;Guang-wu Xiong;Pin Wang;Antoine M. Snijders;Jian‐Hua Mao;Xiaowei Zhang;Bo Hang"
"https://doi.org/10.1155/2022/6575534",2022,"Qingyang Liu;Xiaocheng Yang;Yuhan Yin;Hao Zhang;Fanxing Yin;Panpan Guo;Xiaoxu Zhang;Chenxi Sun;Shining Li;Yanshuo Han;Zhuo Yang"
"https://doi.org/10.1155/2022/7745675",2022,"Xiao Huo;Mo Yang;Xi Zhang;Shuzhen Wang;Hengzi Sun"
"https://doi.org/10.1172/jci.insight.139930",2020,"Jóhann E. Guðjónsson;Lam C. Tsoi;Feiyang Ma;Allison C. Billi;Kelsey R. van Straalen;Allard R.J.V. Vossen;Hessel H. van der Zee;Paul W. Harms;Rachael Wasikowski;Christine M. Yee;Syed M. Rizvi;Xianying Xing;Enze Xing;Olesya Plazyo;Chang Zeng;Matthew T. Patrick;Margaret M. Lowe;Richard E. Burney;Jeffrey H. Kozlow;Jill R. Cherry‐Bukowiec;Yanyun Jiang;Joseph Kirma;Stephan Weidinger;Kelly C. Cushing;Michael Rosenblum;Céline C. Berthier;Amanda S. MacLeod;John J. Voorhees;Fei Wen;J. Michelle Kahlenberg;Emanual Maverakis;Robert L. Modlin;Errol P. Prens"
"https://doi.org/10.1172/jci.insight.154395",2022,"Petra Huehnchen;Christian Schinke;Nikola Bangemann;Adam D. Dordevic;Johannes S. Kern;Smilla K. Maierhof;Lois Hew;Luca Nolte;Péter Körtvelyessy;Jens Göpfert;Klemens Ruprecht;Christopher J. Somps;Jens‐Uwe Blohmer;Jalid Sehouli;Matthias Endres;Wolfgang Boehmerle"
"https://doi.org/10.1186/1471-2407-14-837",2014,"Zsófia Pénzváltó;András Lánczky;Julianna Lénárt;Nóra Meggyesházi;Tibor Krenács;Norbert Szoboszlai;Carsten Denkert;Imre Pete;Balázs Győrffy"
"https://doi.org/10.1186/1476-4598-13-241",2014,"Stephen F. Madden;Colin Clarke;Britta Stordal;Mark Carey;Russell Broaddus;William M. Gallagher;John Crown;Gordon B. Mills;Bryan T. Hennessy"
"https://doi.org/10.1186/1757-2215-7-53",2014,"Shrikant Pawar;Shashikiran Donthamsetty;Vaishali Pannu;Padmashree C.G. Rida;Angela Ogden;Nathan J. Bowen;Remus Oşan;Guilherme Cantuaria;Ritu Aneja"
"https://doi.org/10.1186/s12859-019-2829-y",2019,"Sahil D. Shah;Rosemary Braun"
"https://doi.org/10.1186/s12864-022-08558-w",2022,"Mercedeh Movassagh;Sarah U. Morton;Christine Hehnly;Jasmine Smith;Trang T. Doan;Rafael A. Irizarry;James R. Broach;Steven J. Schiff;Jeffrey A. Bailey;Joseph N. Paulson"
"https://doi.org/10.1186/s12876-022-02257-2",2022,"Ning Kang;Xiao‐Li Xie;Xue Zhou;Yijun Wang;Shengxiong Chen;Ran Qi;Ting Liu;Huiqing Jiang"
"https://doi.org/10.1186/s12885-022-10485-8",2022,"Wen Gao;Dongli Liu;Haiyan Sun;Zhuyan Shao;Peipei Shi;Tingting Li;Sheng Yin;Tao Zhu"
"https://doi.org/10.1186/s12915-021-01217-8",2022,"Stephen Meek;Tom Watson;Lél Eöry;Gus R. McFarlane;Felicity Wynne;Stephen McCleary;Laura Dunn;Emily M. Charlton;Chloe Craig;Barbara Shih;Tim Regan;Ryan W. Taylor;Linda Sutherland;Anton Gossner;Cosmin Chintoan‐Uta;Sarah Fletcher;Philippa M. Beard;Musa A. Hassan;Finn Grey;Jayne C. Hope;Mark P. Stevens;Monika Nowak‐Imialek;Heiner Niemann;Pablo J. Ross;Christine Tait‐Burkard;Sarah M. Brown;Lucas Lefèvre;Gerard Thomson;Barry W. McColl;A.B. Lawrence;Alan Archibald;Falko Steinbach;Helen Crooke;Xuefei Gao;Pentao Liu;Tom Burdon"
"https://doi.org/10.1186/s12935-021-02155-9",2021,"Neng Tang;Xiaolin Dou;Xing You;Qiman Shi;Mujing Ke;Guodong Liu"
"https://doi.org/10.1186/s12943-020-1130-z",2020,"Sandra Muñoz-Galván;Blanca Felipe‐Abrio;Eva M. Verdugo‐Sivianes;Marco Pérez;Manuel P. Jiménez-García;Elisa Suárez-Martínez;Purificación Estévez-García;Amancio Carnero"
"https://doi.org/10.1186/s12967-020-02695-0",2021,"Abul Bashar Mir Md. Khademul Islam;Md. Abdullah‐Al‐Kamran Khan;Rasel Ahmed;Md. Sabbir Hossain;Shah Md Tamim Kabir;Md. Shahidul Islam;AMAM Zonaed Siddiki"
"https://doi.org/10.1186/s12967-021-03123-7",2021,"Hongyu Zhao;Teng Yu;Wende Hao;Jie Li;Zhefeng Li;Qi Chen;Chenghong Yin;Wentao Yue"
"https://doi.org/10.1186/s12967-022-03776-y",2022,"Dilys T.H. Leung;Zoe K. Price;Noor A. Lokman;Wanqi Wang;Lizamarie Goonetilleke;Elif Kadife;Martin K. Oehler;Carmela Ricciardelli;George Kannourakis;Nuzhat Ahmed"
"https://doi.org/10.1186/s12974-021-02230-y",2021,"Peipei Zhang;Anja Schlecht;Julian Wolf;Stefaniya Boneva;Yannik Laich;Jana Koch;Franziska Ludwig;Myriam Boeck;Adrian Thien;Carmen Härdtner;Katrin Kierdorf;Hansjürgen Agostini;Günther Schlunck;Marco Prinz;Ingo Hilgendorf;Peter Wieghofer;Clemens Lange"
"https://doi.org/10.1186/s13046-018-0854-8",2018,"Yongbin Liu;Ying Mei;Jing Long;Yu Zhang;Dongli Hu;Hong‐Hao Zhou"
"https://doi.org/10.1186/s13048-015-0176-9",2015,"Shengyun Cai;Tian Yang;Yu Chen;Jingwen Wang;Li Li;Mingjuan Xu"
"https://doi.org/10.1186/s13048-019-0575-4",2019,"Tiefeng Cao;Wenwei Pan;Xiaoli Sun;Huimin Shen"
"https://doi.org/10.1186/s13048-023-01099-0",2023,"Jing Feng;Yiping Yu;Wen Yin;Sumin Qian"
"https://doi.org/10.1186/s13059-016-0956-6",2016,"Silke Reinartz;Florian Finkernagel;Till Adhikary;Verena Rohnalter;Tim Schumann;Yvonne Schober;Wolfgang Andreas Nockher;Andrea Nist;Thorsten Stiewe;Julia M. Jansen;Uwe Wagner;Sabine Müller‐Brüsselbach;Rolf Müller"
"https://doi.org/10.1186/s13073-016-0281-4",2016,"Catherine R. Planey;Olivier Gevaert"
"https://doi.org/10.1371/journal.pcbi.1010021",2022,"Szilvia Barsi;Henrietta Papp;Alberto Valdeolivas;Dániel J. Tóth;Anett Kuczmog;Mónika Madai;László Hunyady;Péter Várnai;Julio Sáez-Rodríguez;Ferenc Jakab;Bence Szalai"
"https://doi.org/10.1371/journal.pone.0030269",2012,"Stefan Bentink;Benjamin Haibe‐Kains;Thomas S. Risch;Jian–Bing Fan;Michelle S. Hirsch;Kristina M. Holton;Renee Rubio;Craig April;Jing Chen;Eliza Wickham‐Garcia;Joyce F. Liu;Aedín C. Culhane;Ronny Drapkin;John Quackenbush;Ursula A. Matulonis"
"https://doi.org/10.1371/journal.pone.0149183",2016,"Scooter Willis;Víctor M. Villalobos;Olivier Gevaert;Mark Abramovitz;Casey Williams;Branimir I. Šikić;Brian Leyland‐Jones"
"https://doi.org/10.1371/journal.pone.0167585",2016,"Birte Hellwig;Katrin Madjar;Karolina Edlund;Rosemarie Marchan;Cristina Cadenas;Anne-Sophie Heimes;Katrin Almstedt;Antje Lebrecht;Isabel Sicking;Marco Johannes Battista;Patrick Micke;Marcus Schmidt;Jan G. Hengstler;Jörg Rahnenführer"
"https://doi.org/10.1371/journal.pone.0257965",2021,"Stacy L. Sell;Donald S. Prough;Harris A. Weisz;Steve G. Widen;Helen L. Hellmich"
"https://doi.org/10.1515/jib-2020-0047",2021,"Yılmaz Mehmet Demirci;Müşerref Duygu Saçar Demirci"
"https://doi.org/10.15252/embr.202051981",2021,"Alessio Menga;Maria Favia;Iolanda Spera;Maria Carmela Vegliante;Rosanna Gissi;Anna Grassi;Luna Laera;Annalisa Campanella;Andrea Gerbino;Giovanna Carrà;Marcella Canton;Vera Loizzi;Ciro Leonardo Pierri;Gennaro Cormio;Massimiliano Mazzone;Alessandra Castegna"
"https://doi.org/10.18632/aging.103811",2020,"Lili Fan;Ying Lin;Lei Han;Guang Shu;Liuer He;Zhipeng Yan;Rihan Hai;Gang Yin"
"https://doi.org/10.18632/aging.203823",2022,"Xiaopeng Liu;Bing Liu;Yanan Shang;Pengxiu Cao;Jiajie Hou;Fei Chen;Bo Zhang;Yumei Fan;Ke Tan"
"https://doi.org/10.18632/oncotarget.16523",2017,"Linlin Li;Lingqun Zhu;Bingtao Hao;Wenwen Gao;Qianli Wang;Keyi Li;Meng Wang;Mengqiu Huang;Zhengjun Liu;Qiaohong Yang;William Kim;Zhuo Zhong;Wenhua Huang;Guang‐Hui Xiao;Yang Xu;Kai‐Tai Yao;Qiuzhen Liu"
"https://doi.org/10.21203/rs.3.rs-1287631/v1",2022,"Pasquale Laise;Megan L. Stanifer;Gideon Bosker;Xiaoyun Sun;Sergio Triana;Patricio Doldan;Federico La Manna;Marta De Menna;Ronald Realubit;Sergey Pampou;Charles Karan;Theodore Alexandrov;Marianna Kruithof‐de Julio;Andrea Califano;Steeve Boulant;Mariano J. Alvarez"
"https://doi.org/10.2147/cmar.s337873",2021,"Xueyao Huang;Xuan Wei;Sijing Qiao;Xue Zhang;Rui Li;Shunxue Hu;Hongluan Mao;Peishu Liu"
"https://doi.org/10.2147/ijgm.s335162",2021,"Mingran Qi;Bin Liu;Shuai Li;Zhaohui Ni;Fan Li"
"https://doi.org/10.2147/ott.s228678",2019,"Manfei Si;Junji Zhang;Jianzhong Cao;Zhibo Xie;Shu Shan;Yapei Zhu;Jinghe Lang"
"https://doi.org/10.3389/fbioe.2021.792911",2021,"Wei Zhu;Zhijie Xu;Meiyuan Huang;Xiang Wang;Xinxin Ren;Yuan Cai;Bi Peng;Qiuju Liang;Xi Chen;Yuanliang Yan"
"https://doi.org/10.3389/fcell.2021.653357",2021,"Xibo Zhao;Shanshan Cong;Qiuyan Guo;Yan Cheng;Tian Liang;Jing Wang;Guangmei Zhang"
"https://doi.org/10.3389/fcell.2021.794801",2022,"Yihong Luo;Xiang Sun;Jian Xiong"
"https://doi.org/10.3389/fcell.2022.879057",2022,"Philip Vlummens;Stefaan Verhulst;Kim De Veirman;Anke Maes;Eline Menu;Jérôme Moreaux;Hugues de Boussac;Nicolas Robert;Elke De Bruyne;Dirk Hose;Fritz Offner;Karin Vanderkerken;Ken Maes"
"https://doi.org/10.3389/fcell.2022.921320",2022,"Yuan Wang;Yongbiao Huang;Chunya Li;Xi Wang;Mu Yang;Duo Xu;Bo Liu;Xianglin Yuan"
"https://doi.org/10.3389/fgene.2020.00705",2020,"Anqi Wu;Sai Zhang;Jiaqi Liu;Yifeng Huang;Wenyu Deng;Guang Shu;Gang Yin"
"https://doi.org/10.3389/fgene.2021.678747",2021,"敬 島津;Yi Li;Tobias Achu Muluh;Liangke Zhi;Qijie Zhao"
"https://doi.org/10.3389/fgene.2022.823082",2022,"Yongjian Zhang;Wei Huang;Dejia Chen;Yue Zhao;Fusheng Sun;Zhiqiang Wang;Ge Lou"
"https://doi.org/10.3389/fgene.2022.958092",2022,"Lingying Chen;Haiyan Gu;Lei Zhou;Jingna Wu;Changdong Sun;Yonggui Han"
"https://doi.org/10.3389/fimmu.2020.590870",2020,"Chanan Meydan;Nimrod Madrer;Hermona Soreq"
"https://doi.org/10.3389/fimmu.2021.656433",2021,"Yingying Cao;Xintian Xu;Simo Kitanovski;Lina Song;Jun Wang;Pei Hao;Daniel Hoffmann"
"https://doi.org/10.3389/fimmu.2021.695242",2021,"Francesco Sabbatino;Valeria Conti;Gianluigi Franci;Carmine Sellitto;Valentina Manzo;Pasquale Pagliano;Emanuela De Bellis;Alfonso Masullo;Francesco Antonio Salzano;Alessandro Caputo;Ilaria Peluso;Pio Zeppa;Giosuè Scognamiglio;Giuseppe Greco;Carla Zannella;Michele Ciccarelli;Claudia Cicala;Carmine Vecchione;Amelia Filippelli;Stefano Pepe"
"https://doi.org/10.3389/fimmu.2022.1006501",2022,"Xingwu Liu;Guanyu Yan;Boyang Xu;Han Yu;Yue An;Mingjun Sun"
"https://doi.org/10.3389/fimmu.2022.1041284",2022,"Qishun Geng;Xiaoxue Cao;Danping Fan;Xiaofeng Gu;Qian Zhang;Mengxiao Zhang;Zheng Wang;Tingting Deng;Cheng Xiao"
"https://doi.org/10.3389/fimmu.2022.1068399",2023,"Amélie M. Julé;Ki Pui Lam;Maria L. Taylor;Kacie J. Hoyt;Kevin Wei;María Gutiérrez‐Arcelus;Siobhan M. Case;Mia T. Chandler;Margaret H. Chang;Ezra M. Cohen;Fatma Dedeoğlu;Olha Halyabar;Jonathan S. Hausmann;Melissa M. Hazen;Erin Janssen;Jeffrey Lo;Mindy S. Lo;Esra Meidan;Jordan E. Roberts;Holly Wobma;Mary Beth F. Son;Robert P. Sundel;Pui Y. Lee;Peter T. Sage;Talal A. Chatila;Peter A. Nigrović;Deepak A. Rao;Lauren A. Henderson"
"https://doi.org/10.3389/fimmu.2022.951582",2022,"Songwei Feng;Yi Xu;Zhu Dai;Han Yin;Ke Zhang;Yang Shen"
"https://doi.org/10.3389/fimmu.2023.1093716",2023,"Jingfang Lv;Zheng Jiang;Junhu Yuan;Meng Zhuang;Xu Guan;Hengchang Liu;Yefeng Yin;Yiming Ma;Zheng Liu;Hongying Wang;Xishan Wang"
"https://doi.org/10.3389/fmicb.2023.1066493",2023,"Salvador Meseguer;Mari‐Paz Rubio;Begoña Lainez;Beatriz Pérez‐Benavente;Raúl Pérez-Moraga;Sergio Romera-Giner;Francisco J. García‐García;Olalla Martínez-Macías;Antonio Cremades;Francisco J. Iborra;Oscar Candelas-Rivera;Fernando Almazán;Enric Esplugues"
"https://doi.org/10.3389/fonc.2016.00213",2016,"Neil T. Phippen;Nicholas W. Bateman;Guisong Wang;Kelly A. Conrads;Wei Ao;Pang-ning Teng;Tracy Litzi;Julie Oliver;G. Larry Maxwell;Chad A. Hamilton;Kathleen M. Darcy;Thomas P. Conrads"
"https://doi.org/10.3389/fonc.2018.00615",2019,"Xiaoping Liu;Xiaohong Yin;Xiangyu Meng;Xinhui Yan;Fan Wang;He Li"
"https://doi.org/10.3389/fonc.2019.00557",2019,"Xiaojie Feng;Xupeng Bai;Jie Ni;Valerie C. Wasinger;Julia Beretov;Ying Zhu;Peter Graham;Yong Li"
"https://doi.org/10.3389/fonc.2020.626555",2021,"Jiaxing Lin;Xiao Xu;Dan Sun;Tian‐Ren Li"
"https://doi.org/10.3389/fonc.2021.684396",2021,"Giorgia Simonetti;Davide Angeli;Elisabetta Petracci;Eugenio Fonzi;Susanna Vedovato;Alessandra Sperotto;Antonella Padella;Martina Ghetti;Anna Ferrari;Valentina Robustelli;Rosa Di Liddo;Maria Teresa Conconi;Cristina Papayannidis;Claudio Cerchione;Michela Rondoni;Annalisa Astolfi;Emanuela Ottaviani;Giovanni Martinelli;Michele Gottardi"
"https://doi.org/10.3389/fonc.2022.1030335",2023,"Hao Huang;Weifan Cao;Zhiping Long;Lei Kuang;Xi Li;Yifei Feng;Yuying Wu;Yang Zhao;Yinggang Chen;Peng Sun;Panxin Peng;Jinli Zhang;Lijun Yuan;Tian-Ze Li;Huifang Hu;Gairui Li;Longkun Yang;Xing Zhang;Fulan Hu;Xizhuo Sun;Dongsheng Hu"
"https://doi.org/10.3389/fonc.2022.923508",2022,"Marina Bagnoli;Roberta Nicoletti;Monica Valitutti;Andrea Rizzo;Alessandra Napoli;Rafaela Montalvão-de-Azevedo;Antonella Tomassetti;Delia Mezzanzanica"
"https://doi.org/10.3389/fonc.2023.1179120",2023,"Shaorui Rui;Dong Wang;Yong Huang;Jingyun Xu;Hailang Zhou;Hesong Zhang"
"https://doi.org/10.3389/fphar.2020.00577",2020,"Daniela F. Fukushiro-Lopes;Alexandra D. Hegel;Angela Russo;Vitalyi Senyuk;Margaret Liotta;Gyda C. Beeson;Craig C. Beeson;Joanna E. Burdette;Ronald K. Potkul;Saverio Gentile"
"https://doi.org/10.3390/cancers11030337",2019,"Raj Kumar Mongre;Samil Jung;Chandra Bhushan Mishra;Beom Suk Lee;Shikha Kumari;Myeong‐Sok Lee"
"https://doi.org/10.3390/cancers14235952",2022,"Yuan Wang;Yongbiao Huang;Mu Yang;Yulong Yu;Xinyi Chen;Li Ma;Lingyan Xiao;Chaofan Liu;Bo Liu;Xianglin Yuan"
"https://doi.org/10.3390/cells11030464",2022,"Ina Harder;Matthias Münchhalfen;Geoffroy Andrieux;Melanie Boerries;Bodo Grimbacher;Hermann Eibel;Maria Elena Maccari;Stephan Ehl;Jürgen Wienands;Julia Jellusova;Klaus Warnatz;Baerbel Keller"
"https://doi.org/10.3390/genes11111354",2020,"Jacob B. Pierce;Viorel Simion;Basak Icli;Daniel Pérez‐Cremades;Henry S. Cheng;Mark W. Feinberg"
"https://doi.org/10.3390/ijms21072327",2020,"Heejin Lee;Jun Woo Kim;Dae Kyung Kim;Dong Kyu Choi;Seul Lee;Yu Ji;Oh-Bin Kwon;Jungsul Lee;Dong‐Seok Lee;Jae Ho Kim;Sang‐Hyun Min"
"https://doi.org/10.3390/ijms21082824",2020,"Kuo‐Min Su;Tzu-Wei Lin;Li‐Chun Liu;Yipin Yang;Mong‐Lien Wang;Ping‐Hsing Tsai;Peng‐Hui Wang;Mu-Hsien Yu;Chia-Ming Chang;Cheng‐Chang Chang"
"https://doi.org/10.3390/ijms22168663",2021,"Maria Narożna;Błażej Rubiś"
"https://doi.org/10.3390/ijms231810451",2022,"Anastasia Meshcheryakova;Philip Zimmermann;Martina Salzmann;Peter Pietschmann;Diana Mechtcheriakova"
"https://doi.org/10.3390/ijms232415994",2022,"Katarzyna Aleksandra Kujawa;Ewa Zembala‐Nożyńska;Joanna Patrycja Syrkis;Alexander Jorge Cortez;Jolanta Kupryjańczyk;Katarzyna Marta Lisowska"
"https://doi.org/10.3390/medicina57090933",2021,"Changho Song;Kyoung Bo Kim;Jae‐Ho Lee;Shin Kim"
"https://doi.org/10.3390/pathogens11121479",2022,"Emily N. Hendrickson;Marna E. Ericson;Lynne Bemis"
"https://doi.org/10.3390/pharmaceutics14010044",2021,"Viktor A. Zouboulis;Konstantin Zouboulis;Christos C. Zouboulis"
"https://doi.org/10.3390/pharmaceutics14051046",2022,"Astrid Z. Johansen;Marco Carretta;Marie‐Louise Thorseth;Shawez Khan;Klaire Yixin Fjæstad;Christian B. Brøchner;Hannes Linder;C. Ankjærgaard;Marco Donia;Inna M. Chen;Dorte Nielsen;C.F. Behrens;Daniel H. Madsen"
"https://doi.org/10.3390/v13030402",2021,"Sumit Mukherjee;Bodhisattwa Banerjee;David Karasik;Milana Frenkel‐Morgenstern"
"https://doi.org/10.3390/v14020374",2022,"Carolina Q. Sacramento;Natália Fintelman-Rodrigues;Suelen da Silva Gomes Dias;Jairo R. Temerozo;Aline de Paula Dias da Silva;Carine S. da Silva;C. Fernández Blanco;André C. Ferreira;Mayara Mattos;Vinícius Cardoso Soares;Filipe S. Pereira‐Dutra;Milene Miranda;Débora Ferreira Barreto-Vieira;Marcos Alexandre Nunes da Silva;Suzana de Siqueira Santos;Mateo Torres;Otávio Augusto Chaves;Rajith K. R. Rajoli;Alberto Paccanaro;Andrew Owen;Dumith Chequer Bou‐Habib;Patrı́cia T. Bozza;Thiago Moreno L. Souza"
"https://doi.org/10.3892/ol.2019.10934",2019,"Yuexiong Yi;Yanyan Liu;Kejia Wu;Wanrong Wu;Wei Zhang"
"https://doi.org/10.3892/ol.2020.11266",2020,"Shou‐Feng Zhao;Xuejing Yin;Wen-ju Zhao;Le‐Cui Liu;Zhipeng Wang"
"https://doi.org/10.7150/thno.48101",2020,"Yiping Wen;Yaya Hou;Xiaoqing Yi;Si Sun;Jing Guo;Xiaoqi He;Tao Li;Jing Cai;Zehua Wang"
"https://doi.org/10.7717/peerj.12370",2021,"Selcen Arı Yuka;Alper Yılmaz"
"https://doi.org/10.1002/cbf.3491",2020,"Xiaolong Shui;Qipeng Xie;Shaomin Chen;Chengwei Zhou;Jianzhong Kong;Yi Wang"
"https://doi.org/10.1016/j.apsb.2022.01.015",2022,"Rongfang Wei;Xing Cui;Jie Min;Zigen Lin;Yanyan Zhou;Mengjie Guo;Xiaojuan An;Hao Liu;Siegfried Janz;Chunyan Gu;Hongbo Wang;Ye Yang"
"https://doi.org/10.1016/j.heliyon.2023.e12799",2023,"Zhi‐wei Feng;Yuchen Tang;Xiaoyun Sheng;Sheng-hong Wang;Yaobin Wang;Zhong-cheng Liu;Jinmin Liu;Bin Geng;Yayi Xia"
"https://doi.org/10.1016/j.jot.2022.02.007",2022,"Xu Cao;Zhiming Cui;Zhiyu Ding;Yong Chen;Song Wu;Xinxing Wang;Junjie Huang"
"https://doi.org/10.1038/leu.2013.233",2013,"Xujun Wang;Zhibo Yan;Mariateresa Fulciniti;Yun Li;Μαρία Γκοτζαμανίδου;Samirkumar B. Amin;P K Shah;Yong Zhang;Nikhil C. Munshi;Cheng Li"
"https://doi.org/10.1038/leu.2016.258",2016,"Ehsan Malek;M A Y Abdel-Malek;Sajjeev Jagannathan;Nikhil Vad;Rebekah Karns;Anil G. Jegga;Annemiek Broyl;Mark van Duin;Pieter Sonneveld;Francesca Cottini;Kenneth C. Anderson;James J. Driscoll"
